fips,year,cover_crop_acres,acres_operated
46102,2017,NA,1101176
46103,2012,1937,1146586
46103,2017,1246,1074103
46105,2012,1454,1639705
46105,2017,588,1630875
46107,2012,(D),548312
46107,2017,1582,538023
46109,2012,2034,595195
46109,2017,7456,623105
46111,2012,5428,363599
46111,2017,1925,360237
46115,2012,10687,961154
46115,2017,12990,945045
46117,2012,(D),812145
46117,2017,5740,791140
46119,2012,3752,632859
46119,2017,6368,628233
46121,2012,1257,880043
46121,2017,1627,859955
46123,2012,5478,1036646
46123,2017,12977,1018904
46125,2012,4435,392794
46125,2017,13757,384377
46127,2012,1395,290055
46127,2017,3381,288491
46129,2012,7098,453301
46129,2017,8822,444739
46135,2012,687,329607
46135,2017,3848,327796
46137,2012,616,1099454
46137,2017,2009,1108230
47001,2012,(D),43462
47001,2017,143,35845
47003,2012,2802,237842
47003,2017,5323,232381
47005,2012,1067,68588
47005,2017,1714,87902
47007,2012,2126,94150
47007,2017,1159,102255
47009,2012,990,94577
47009,2017,2401,100717
47011,2012,1195,84835
47011,2017,1464,86585
47013,2012,218,27575
47013,2017,419,33487
47015,2012,2037,89095
47015,2017,3502,96262
47017,2012,2850,169536
47017,2017,4690,177931
47019,2012,444,34278
47019,2017,422,40266
47021,2012,1739,67289
47021,2017,1722,52404
47023,2012,548,79970
47023,2017,7851,60889
47025,2012,829,119859
47025,2017,1229,121481
47027,2012,1998,75248
47027,2017,1789,79745
47029,2012,759,65348
47029,2017,872,61059
47031,2012,2176,138576
47031,2017,9713,144840
47033,2012,2772,149243
47033,2017,4978,130550
47035,2012,3393,129229
47035,2017,5169,129110
47037,2012,254,34447
47037,2017,207,34823
47039,2012,595,73861
47039,2017,1150,77269
47041,2012,1504,88169
47041,2017,2386,89551
47043,2012,1293,140144
47043,2017,3372,148512
47045,2012,6151,283837
47045,2017,7943,211702
47047,2012,3273,306422
47047,2017,11335,229022
47049,2012,1169,93987
47049,2017,1378,90842
47051,2012,1783,112357
47051,2017,3540,125339
47053,2012,5181,287381
47053,2017,16181,286178
47055,2012,7098,251015
47055,2017,8673,270089
47057,2012,895,87117
47057,2017,610,85222
47059,2012,2683,221601
47059,2017,4170,226003
47061,2012,452,33686
47061,2017,1277,33075
47063,2012,542,50030
47063,2017,889,58837
47065,2012,249,43695
47065,2017,394,52307
47067,2012,115,72672
47067,2017,218,64395
47069,2012,2108,172817
47069,2017,4419,153804
47071,2012,4181,162083
47071,2017,4767,126166
47073,2012,627,141378
47073,2017,1746,133351
47075,2012,1494,200715
47075,2017,7829,219384
47077,2012,4933,153395
47077,2017,4472,162261
47079,2012,7662,203991
47079,2017,15778,204557
47081,2012,974,123451
47081,2017,3131,120875
47083,2012,379,50353
47083,2017,170,50320
47085,2012,1263,115465
47085,2017,1382,123488
47087,2012,498,80797
47087,2017,476,73726
47089,2012,3021,88951
47089,2017,1616,95578
47091,2012,124,46603
47091,2017,148,47384
47093,2012,248,67383
47093,2017,552,65347
47095,2012,1800,88274
47095,2017,1310,79747
47097,2012,1222,155683
47097,2017,12861,200806
47099,2012,4364,230393
47099,2017,10014,235763
47101,2012,338,40777
47101,2017,298,30725
47103,2012,5433,271346
47103,2017,7799,265906
47105,2012,1975,58847
47105,2017,2555,69381
47107,2012,4398,129182
47107,2017,5970,122365
47109,2012,883,139025
47109,2017,2006,129982
47111,2012,4150,131643
47111,2017,5046,121860
47113,2012,3544,151241
47113,2017,12121,165946
47115,2012,448,55059
47115,2017,921,50768
47117,2012,2867,152733
47117,2017,875,162073
47119,2012,4968,227179
47119,2017,7141,242464
47121,2012,631,55771
47121,2017,1019,52881
47123,2012,5967,108187
47123,2017,3331,110628
47125,2012,3600,133212
47125,2017,5406,147371
47127,2012,244,58378
47127,2017,582,58699
47129,2012,367,59599
47129,2017,2076,55475
47131,2012,4232,224667
47131,2017,16075,252815
47133,2012,1040,134777
47133,2017,1257,123077
47135,2012,236,61841
47135,2017,1236,47691
47137,2012,918,34535
47137,2017,577,41791
47139,2012,1083,35322
47139,2017,1094,35560
47141,2012,1262,109947
47141,2017,2140,95679
47143,2012,1152,46012
47143,2017,1401,57671
47145,2012,205,47389
47145,2017,155,46953
47147,2012,10943,192072
47147,2017,10030,209107
47149,2012,2068,152946
47149,2017,5903,176213
47151,2012,132,32056
47151,2017,752,39142
47153,2012,80,31306
47153,2017,127,30678
47155,2012,390,49632
47155,2017,390,55541
47157,2012,1076,75404
47157,2017,1288,81860
47159,2012,1057,138720
47159,2017,2583,129695
47161,2012,686,73204
47161,2017,1108,60653
47163,2012,972,83847
47163,2017,2086,84877
47165,2012,2248,160900
47165,2017,2672,167175
47167,2012,2994,173346
47167,2017,13013,155449
47169,2012,223,42593
47169,2017,358,41262
47171,2012,(D),5981
47171,2017,34,5424
47173,2012,229,44173
47173,2017,88,45227
47175,2012,352,53182
47175,2017,1009,36972
47177,2012,2378,153758
47177,2017,4214,163384
47179,2012,2390,106121
47179,2017,2850,111692
47181,2012,351,141711
47181,2017,1854,133427
47183,2012,5485,217130
47183,2017,15153,254133
47185,2012,1066,118600
47185,2017,2731,121704
47187,2012,761,141868
47187,2017,887,138782
47189,2012,1716,188166
47189,2017,1360,188222
48001,2012,2529,400571
48001,2017,2909,375110
48003,2012,1556,886765
48003,2017,(D),752030
48005,2012,484,103947
48005,2017,580,116977
48007,2012,0,53912
48007,2017,NA,39844
48009,2012,534,560238
48009,2017,1610,541467
48011,2012,912,442699
48011,2017,1862,434272
48013,2012,3777,745721
48013,2017,3404,665287
48015,2012,323,330481
48015,2017,791,369960
48017,2012,10956,498909
48017,2017,13849,471624
48019,2012,324,403311
48019,2017,341,402481
48021,2012,615,339689
48021,2017,326,387586
48023,2012,2167,555176
48023,2017,243,543638
48025,2012,141,482787
48025,2017,83,538807
48027,2012,4218,487052
48027,2017,2236,421362
48029,2012,2051,331904
48029,2017,2448,342882
48031,2012,333,336688
48031,2017,387,363990
48033,2012,(D),494429
48033,2017,(D),464270
48035,2012,1034,626135
48035,2017,1502,569644
48037,2012,1331,294461
48037,2017,1056,273107
48039,2012,469,460005
48039,2017,203,631021
48041,2012,1281,290539
48041,2017,533,299108
48043,2012,(D),2018524
48043,2017,NA,1912726
48045,2012,9434,553233
48045,2017,3414,524239
48047,2012,(D),458872
48047,2017,(D),572917
48049,2012,3524,546768
48049,2017,1912,595312
48051,2012,1410,333334
48051,2017,493,335346
48053,2012,686,432990
48053,2017,573,485277
48055,2012,618,285170
48055,2017,730,310433
48057,2012,479,189516
48057,2017,480,184094
48059,2012,656,477812
48059,2017,686,563179
48061,2012,89,271480
48061,2017,1533,309700
48063,2012,250,77255
48063,2017,394,78238
48065,2012,9775,521065
48065,2017,25183,484876
48067,2012,541,177198
48067,2017,1477,167578
48069,2012,5762,554807
48069,2017,16628,548142
48071,2012,1228,205397
48071,2017,142,253743
48073,2012,3944,275568
48073,2017,2980,301338
48075,2012,4165,444345
48075,2017,3618,443797
48077,2012,3237,647511
48077,2017,1972,632567
48079,2012,5838,486085
48079,2017,23660,448719
48081,2012,1988,469303
48081,2017,690,484333
48083,2012,3641,672281
48083,2017,3916,725738
48085,2012,2750,280790
48085,2017,6244,312806
48087,2012,13348,407147
48087,2017,40944,494805
48089,2012,511,562549
48089,2017,519,485121
48091,2012,448,206493
48091,2017,375,205018
48093,2012,8264,486940
48093,2017,8506,517135
48095,2012,1439,560997
48095,2017,380,501597
48097,2012,1906,492329
48097,2017,3278,503827
48099,2012,3872,456973
48099,2017,998,463039
48101,2012,1745,578926
48101,2017,(D),564617
48103,2012,0,244095
48103,2017,NA,239159
48105,2012,102,1534106
48105,2017,NA,1546202
48107,2012,15078,550520
48107,2017,22242,558372
48109,2012,412,1504201
48109,2017,NA,1618007
48111,2012,10134,895330
48111,2017,9408,851947
48113,2012,412,63949
48113,2017,748,83754
48115,2012,31305,535641
48115,2017,28921,558085
48117,2012,4858,967487
48117,2017,11328,923532
48119,2012,804,143897
48119,2017,6555,131212
48121,2012,2466,359442
48121,2017,1961,383533
48123,2012,467,483908
48123,2017,295,536411
48125,2012,1775,543141
48125,2017,532,572617
48127,2012,134,484147
48127,2017,753,677023
48129,2012,7847,593195
48129,2017,7329,585096
48131,2012,716,836283
48131,2017,768,959630
48133,2012,3746,489773
48133,2017,1961,503633
48135,2012,121,557889
48135,2017,89,428848
48137,2012,175,1013306
48137,2017,120,969873
48139,2012,4062,473413
48139,2017,8961,473860
48141,2012,633,142675
48141,2017,212,209393
48143,2012,4701,625532
48143,2017,3381,607550
48145,2012,3121,391898
48145,2017,3879,382651
48147,2012,9103,481997
48147,2017,9586,513651
48149,2012,616,521522
48149,2017,939,492038
48151,2012,1087,477958
48151,2017,10794,494955
48153,2012,20510,638934
48153,2017,39289,581997
48155,2012,(D),439886
48155,2017,240,368143
48157,2012,(D),279483
48157,2017,828,339295
48159,2012,335,102604
48159,2017,1141,113015
48161,2012,1245,414112
48161,2017,3323,421303
48163,2012,2533,677994
48163,2017,4422,713262
48165,2012,90671,857942
48165,2017,72807,774822
48167,2012,116,73125
48167,2017,51,89554
48169,2012,641,415739
48169,2017,2032,455569
48171,2012,841,679995
48171,2017,1383,652247
48173,2012,3716,496214
48173,2017,2293,433706
48175,2012,160,379929
48175,2017,611,494930
48177,2012,953,614280
48177,2017,373,609790
48179,2012,3812,483257
48179,2017,1936,514942
48181,2012,1665,429933
48181,2017,2196,431268
48183,2012,(D),57704
48183,2017,663,48052
48185,2012,1568,340833
48185,2017,1858,417142
48187,2012,1869,359485
48187,2017,1481,383109
48189,2012,48928,584023
48189,2017,41195,640609
48191,2012,31400,494247
48191,2017,26546,509050
48193,2012,2125,483812
48193,2017,2419,445777
48195,2012,2845,587021
48195,2017,12735,566770
48197,2012,1086,294741
48197,2017,(D),354648
48199,2012,193,65087
48199,2017,941,68508
48201,2012,562,218659
48201,2017,1923,236402
48203,2012,1247,190247
48203,2017,2089,199635
48205,2012,7315,834650
48205,2017,31630,902940
48207,2012,7924,565019
48207,2017,1317,567156
48209,2012,501,263239
48209,2017,558,245006
48211,2012,155,528045
48211,2017,(D),575829
48213,2012,3555,310355
48213,2017,978,345628
48215,2012,8776,623875
48215,2017,5587,795180
48217,2012,1143,523070
48217,2017,1807,504129
48219,2012,11834,524733
48219,2017,10098,483775
48221,2012,823,205407
48221,2017,740,224225
48223,2012,2651,394887
48223,2017,1580,422587
48225,2012,2983,394543
48225,2017,3806,467883
48227,2012,845,520963
48227,2017,1602,498472
48229,2012,267,2276024
48229,2017,(D),2251109
48231,2012,4285,482794
48231,2017,3460,454539
48233,2012,5491,548134
48233,2017,5863,520950
48235,2012,(D),612647
48235,2017,(D),496136
48237,2012,390,467575
48237,2017,915,527895
48239,2012,983,382387
48239,2017,93,441827
48241,2012,182,91437
48241,2017,381,88130
48243,2012,0,1378004
48243,2017,(D),1255005
48245,2012,1141,358934
48245,2017,509,353971
48247,2012,0,691997
48247,2017,NA,644924
48249,2012,3177,426118
48249,2017,844,503754
48251,2012,3372,411151
48251,2017,1511,428958
48253,2012,9646,516507
48253,2017,1508,562944
48255,2012,1105,431809
48255,2017,895,464641
48257,2012,6933,455021
48257,2017,3103,449181
48259,2012,1026,393935
48259,2017,662,369951
48261,2012,0,868838
48261,2017,NA,916390
48263,2012,189,577532
48263,2017,(D),563124
48265,2012,205,517518
48265,2017,714,582252
48267,2012,36,746308
48267,2017,564,694230
48269,2012,130,417111
48269,2017,375,417597
48271,2012,132,587026
48271,2017,59,576745
48273,2012,(D),482517
48273,2017,396,484137
48275,2012,16655,488811
48275,2017,(D),450631
48277,2012,2619,463905
48277,2017,4261,496571
48279,2012,42444,569201
48279,2017,56671,616260
48281,2012,931,469013
48281,2017,989,444755
48283,2012,1184,532903
48283,2017,1333,634847
48285,2012,1026,506548
48285,2017,1031,546546
48287,2012,1324,328668
48287,2017,1000,318216
48289,2012,4823,487598
48289,2017,4306,594393
48291,2012,717,252488
48291,2017,411,286793
48293,2012,2355,492631
48293,2017,1543,486787
48295,2012,3137,586278
48295,2017,2365,591326
48297,2012,952,454933
48297,2017,683,540710
48299,2012,114,523436
48299,2017,134,528018
48301,2012,0,468140
48301,2017,NA,379524
48303,2012,22316,530620
48303,2017,48288,502571
48305,2012,18886,499206
48305,2017,15743,472170
48307,2012,1731,563110
48307,2017,414,614353
48309,2012,3256,573288
48309,2017,1974,553517
48311,2012,343,451626
48311,2017,328,517425
48313,2012,2156,245552
48313,2017,1212,291350
48315,2012,(D),49946
48315,2017,65,40124
48317,2012,6253,444558
48317,2017,14135,453712
48319,2012,1089,539413
48319,2017,715,551268
48321,2012,65,551385
48321,2017,1740,568055
48323,2012,379,434466
48323,2017,133,540869
48325,2012,956,782391
48325,2017,6209,833587
48327,2012,344,507567
48327,2017,1091,536562
48329,2012,1553,344988
48329,2017,3164,404361
48331,2012,847,497481
48331,2017,1479,527871
48333,2012,1418,441194
48333,2017,838,471393
48335,2012,7924,583017
48335,2017,4927,573130
48337,2012,2534,498229
48337,2017,3352,488672
48339,2012,130,144872
48339,2017,583,155362
48341,2012,4834,477769
48341,2017,6605,523650
48343,2012,798,73903
48343,2017,253,91874
48345,2012,852,579649
48345,2017,5885,595487
48347,2012,1174,264750
48347,2017,1332,264818
48349,2012,2496,558947
48349,2017,1267,558096
48351,2012,(D),58793
48351,2017,183,58782
48353,2012,1297,466360
48353,2017,957,465160
48355,2012,(D),474868
48355,2017,(D),523933
48357,2012,3817,568604
48357,2017,4466,544623
48359,2012,(D),944660
48359,2017,590,830427
48361,2012,75,52912
48361,2017,37,52799
48363,2012,989,572847
48363,2017,1001,593309
48365,2012,788,205961
48365,2017,249,227367
48367,2012,2809,521702
48367,2017,2557,494492
48369,2012,23134,548967
48369,2017,27048,553724
48371,2012,1300,2867712
48371,2017,2254,2947905
48373,2012,1145,125133
48373,2017,450,139199
48375,2012,374,423798
48375,2017,840,568641
48377,2012,0,1841317
48377,2017,NA,1655540
48379,2012,1015,111443
48379,2017,962,116853
48381,2012,8640,560384
48381,2017,661,570991
48383,2012,(D),736332
48383,2017,(D),698550
48385,2012,(D),316914
48385,2017,33,320572
48387,2012,2806,458494
48387,2017,1564,448634
48389,2012,(D),1063899
48389,2017,NA,1235728
48391,2012,(D),488635
48391,2017,44,474709
48393,2012,(D),553095
48393,2017,NA,562448
48395,2012,2973,474785
48395,2017,3688,467568
48397,2012,210,40384
48397,2017,34,45399
48399,2012,604,672304
48399,2017,1902,665905
48401,2012,556,242767
48401,2017,1240,274327
48403,2012,12,38304
48403,2017,294,29035
48405,2012,505,61806
48405,2017,556,72890
48407,2012,714,84442
48407,2017,584,111900
48409,2012,307,370780
48409,2017,12,374100
48411,2012,962,660016
48411,2017,798,671092
48413,2012,3944,810982
48413,2017,2327,833569
48415,2012,5396,530804
48415,2017,3156,494353
48417,2012,573,536848
48417,2017,1299,505228
48419,2012,524,179084
48419,2017,914,197189
48421,2012,2624,590246
48421,2017,7812,583168
48423,2012,1631,271765
48423,2017,1406,302339
48425,2012,1006,82967
48425,2017,141,91368
48427,2012,1462,571483
48427,2017,26,668724
48429,2012,1138,470191
48429,2017,1188,516748
48431,2012,0,584290
48431,2017,NA,585066
48433,2012,1823,468896
48433,2017,64,472890
48435,2012,224,900864
48435,2017,67,910984
48437,2012,10017,563461
48437,2017,4158,545582
48439,2012,224,190682
48439,2017,159,145661
48441,2012,1263,484257
48441,2017,4166,578912
48443,2012,0,835111
48443,2017,NA,1100763
48445,2012,37996,495799
48445,2017,21997,442100
48447,2012,2237,506892
48447,2017,(D),508002
48449,2012,132,158876
48449,2017,462,146541
48451,2012,4670,812885
48451,2017,1663,956852
48453,2012,323,221900
48453,2017,1634,252686
48455,2012,560,98887
48455,2017,336,111262
48457,2012,886,91143
48457,2017,412,90670
48459,2012,329,185287
48459,2017,1639,202377
48461,2012,1506,725139
48461,2017,2365,686231
48463,2012,1646,987187
48463,2017,2016,977281
48465,2012,(D),1471377
48465,2017,(D),1497074
48467,2012,2375,379725
48467,2017,1930,370603
48469,2012,482,426086
48469,2017,475,437805
48471,2012,1372,227230
48471,2017,943,280512
48473,2012,1104,253194
48473,2017,1284,314981
48475,2012,0,405790
48475,2017,(D),391653
48477,2012,1439,320184
48477,2017,2468,368823
48479,2012,(D),1844858
48479,2017,85,2098378
48481,2012,4411,535305
48481,2017,789,660701
48483,2012,6367,529151
48483,2017,1493,519217
48485,2012,563,370302
48485,2017,4211,366787
48487,2012,2638,620442
48487,2017,9202,587173
48489,2012,49,317922
48489,2017,243,336075
48491,2012,2180,559261
48491,2017,1437,558622
48493,2012,3253,433728
48493,2017,960,439689
48495,2012,0,489230
48495,2017,NA,533464
48497,2012,3258,513946
48497,2017,3231,487078
48499,2012,1465,210149
48499,2017,1073,227338
48501,2012,24913,517724
48501,2017,21795,488493
48503,2012,5775,574982
48503,2017,578,523673
48505,2012,0,437918
48505,2017,(D),563146
48507,2012,2369,729078
48507,2017,1152,692850
49001,2012,926,157030
49001,2017,1163,189995
49003,2012,4120,1220773
49003,2017,3810,1170736
49005,2012,3753,276273
49005,2017,3096,268511
49007,2012,333,230942
49007,2017,261,240652
49009,2012,46,17671
49009,2017,(D),(D)
49011,2012,40,51793
49011,2017,207,55017
49013,2012,2588,1057413
49013,2017,2038,1088559
49015,2012,1184,133699
49015,2017,1885,156229
49017,2012,630,82637
49017,2017,228,91533
49019,2012,(D),231361
49019,2017,2602,(D)
49021,2012,1407,512940
49021,2017,2350,532464
49023,2012,211,264644
49023,2017,258,242909
49025,2012,32,128697
49025,2017,(D),125441
49027,2012,1598,481539
49027,2017,1858,577405
49029,2012,342,242666
49029,2017,300,228678
49031,2012,139,54445
49031,2017,427,37843
49033,2012,602,374947
49033,2017,1010,409359
49035,2012,(D),61965
49035,2017,164,78162
49037,2012,659,1657212
49037,2017,854,1608901
49039,2012,2041,301691
49039,2017,1995,284311
49041,2012,1090,108992
49041,2017,1389,122328
49043,2012,98,295588
49043,2017,212,270061
49045,2012,882,348934
49045,2017,165,347024
49047,2012,1684,1824700
49047,2017,1010,(D)
49049,2012,1591,303795
49049,2017,2189,343077
49051,2012,174,97098
49051,2017,451,149224
49053,2012,673,155047
49053,2017,225,147991
49055,2012,1009,42751
49055,2017,584,42361
49057,2012,303,94361
49057,2017,1360,117415
50001,2012,5604,169874
50001,2017,10788,208362
50003,2012,412,33079
50003,2017,512,41387
50005,2012,1149,86999
50005,2017,2234,81828
50007,2012,1540,64226
50007,2017,2900,73583
50009,2012,34,42801
50009,2017,309,25491
50011,2012,3871,189699
50011,2017,10220,186294
50013,2012,168,18799
50013,2017,1357,19020
50015,2012,529,53155
50015,2017,814,52093
50017,2012,1449,85629
50017,2017,3530,105234
50019,2012,1976,128388
50019,2017,2430,130445
50021,2012,992,98863
50021,2017,1868,108497
50023,2012,616,64443
50023,2017,577,67352
50025,2012,1040,44844
50025,2017,1674,50765
50027,2012,740,112638
50027,2017,1342,101362
51001,2012,9826,76761
51001,2017,11759,77389
51003,2012,1114,182781
51003,2017,1373,168877
51005,2012,311,30857
51005,2017,340,36963
51007,2012,2833,102690
51007,2017,3879,88273
51009,2012,527,78812
51009,2017,437,98966
51011,2012,1508,75739
51011,2017,1122,96299
51013,2012,0,5
51013,2017,NA,36
51015,2012,12137,290911
51015,2017,15947,260137
51017,2012,182,47854
51017,2017,620,41332
51019,2012,2748,211087
51019,2017,6096,206534
51021,2012,959,70295
51021,2017,492,77456
51023,2012,1666,88842
51023,2017,1338,89316
51025,2012,4222,66398
51025,2017,4720,89796
51027,2012,(D),11043
51027,2017,(D),9559
51029,2012,717,79245
51029,2017,1209,83921
51031,2012,3546,131716
51031,2017,1768,150689
51033,2012,5431,61831
51033,2017,15215,56355
51035,2012,2162,118986
51035,2017,1744,140474
51036,2012,2312,31392
51036,2017,3530,31182
51037,2012,3491,121667
51037,2017,2761,149355
51041,2012,681,18013
51041,2017,733,19961
51043,2012,751,66641
51043,2017,1084,66946
51045,2012,155,43431
51045,2017,48,46625
51047,2012,2458,124390
51047,2017,7588,126395
51049,2012,1542,52635
51049,2017,1337,57144
51051,2012,20,11169
51051,2017,(D),15048
51053,2012,6775,92841
51053,2017,8476,89238
51057,2012,6519,58702
51057,2017,11075,56705
51059,2012,18,5937
51059,2017,182,7856
51061,2012,6361,216666
51061,2017,7269,228285
51063,2012,1436,110297
51063,2017,1288,144657
51065,2012,289,44414
51065,2017,81,47077
51067,2012,12630,156254
51067,2017,16505,164564
51069,2012,573,109907
51069,2017,1074,100707
51071,2012,100,65387
51071,2017,239,65571
51073,2012,2206,26014
51073,2017,4277,20300
51075,2012,203,56739
51075,2017,1038,50142
51077,2012,940,119340
51077,2017,2931,131922
51079,2012,(D),28518
51079,2017,127,27276
51081,2012,4717,54544
51081,2017,6178,58256
51083,2012,2837,208967
51083,2017,3407,211593
51085,2012,5077,89186
51085,2017,6233,94297
51087,2012,158,9820
51087,2017,(D),12891
51089,2012,255,45527
51089,2017,842,42970
51091,2012,163,92950
51091,2017,312,93080
51093,2012,13741,80672
51093,2017,19031,75642
51095,2012,75,6630
51095,2017,41,5544
51097,2012,3077,48246
51097,2017,4316,41979
51099,2012,851,26337
51099,2017,868,24304
51101,2012,1009,47456
51101,2017,2674,53556
51103,2012,826,16238
51103,2017,3237,10695
51105,2012,561,94904
51105,2017,1224,117224
51107,2012,1202,121932
51107,2017,1403,134792
51109,2012,775,68499
51109,2017,2800,80223
51111,2012,1318,72851
51111,2017,875,82722
51113,2012,2761,106908
51113,2017,4840,106991
51115,2012,354,6584
51115,2017,(D),4646
51117,2012,3746,141142
51117,2017,4126,145493
51119,2012,3311,19512
51119,2017,6505,19185
51121,2012,3570,101672
51121,2017,2885,107260
51125,2012,2058,67841
51125,2017,722,79981
51127,2012,759,18335
51127,2017,1643,19711
51131,2012,5362,48279
51131,2017,5052,56050
51133,2012,4511,43480
51133,2017,8177,43270
51135,2012,2823,50390
51135,2017,2249,61568
51137,2012,3507,95246
51137,2017,5307,104806
51139,2012,2389,72041
51139,2017,1459,71132
51141,2012,730,91252
51141,2017,2255,79107
51143,2012,15007,246322
51143,2017,8733,287262
51145,2012,1463,34585
51145,2017,3349,32081
51147,2012,1469,69531
51147,2017,1537,78916
51149,2012,1251,39630
51149,2017,2708,36659
51153,2012,517,22874
51153,2017,817,35638
51155,2012,1107,77504
51155,2017,1665,96611
51157,2012,120,70182
51157,2017,680,62818
51159,2012,1055,31952
51159,2017,2636,32373
51161,2012,68,26114
51161,2017,104,31486
51163,2012,2992,134789
51163,2017,3334,168376
51165,2012,25610,228542
51165,2017,29859,222049
51167,2012,518,170285
51167,2017,799,187620
51169,2012,855,125354
51169,2017,817,158324
51171,2012,7009,130659
51171,2017,5117,133519
51173,2012,2148,123214
51173,2017,1213,166656
51175,2012,35656,141942
51175,2017,45585,153831
51177,2012,1606,41674
51177,2017,2268,42191
51179,2012,(D),17253
51179,2017,3965,15260
51181,2012,5373,42062
51181,2017,5581,45122
51183,2012,9199,66257
51183,2017,17882,64245
51185,2012,653,137943
51185,2017,997,150181
51187,2012,297,38697
51187,2017,(D),47994
51191,2012,2790,176344
51191,2017,2317,192123
51193,2012,4147,52619
51193,2017,6545,59378
51195,2012,95,26345
51195,2017,109,25911
51197,2012,4863,151563
51197,2017,5256,174160
51199,2012,(D),914
51199,2017,11,2813
51510,2012,NA,NA
51510,2017,NA,NA
51520,2012,NA,NA
51520,2017,NA,NA
51530,2012,NA,NA
51530,2017,NA,NA
51540,2012,NA,NA
51540,2017,NA,NA
51550,2012,1892,36796
51550,2017,1511,45118
51570,2012,NA,NA
51570,2017,NA,NA
51580,2012,NA,NA
51580,2017,NA,NA
51590,2012,NA,NA
51590,2017,NA,NA
51595,2012,NA,NA
51595,2017,NA,NA
51600,2012,NA,NA
51600,2017,NA,NA
51610,2012,NA,NA
51610,2017,NA,NA
51620,2012,NA,NA
51620,2017,NA,NA
51630,2012,NA,NA
51630,2017,NA,NA
51640,2012,NA,NA
51640,2017,NA,NA
51650,2012,NA,NA
51650,2017,NA,NA
51660,2012,NA,NA
51660,2017,NA,NA
51670,2012,NA,NA
51670,2017,NA,NA
51678,2012,NA,NA
51678,2017,NA,NA
51680,2012,NA,NA
51680,2017,NA,NA
51683,2012,NA,NA
51683,2017,NA,NA
51685,2012,NA,NA
51685,2017,NA,NA
51690,2012,NA,NA
51690,2017,NA,NA
51700,2012,NA,NA
51700,2017,NA,NA
51710,2012,NA,NA
51710,2017,NA,NA
51720,2012,NA,NA
51720,2017,NA,NA
51730,2012,NA,NA
51730,2017,NA,NA
51735,2012,NA,NA
51735,2017,NA,NA
51740,2012,NA,NA
51740,2017,NA,NA
51750,2012,NA,NA
51750,2017,NA,NA
51760,2012,NA,NA
51760,2017,NA,NA
51770,2012,NA,NA
51770,2017,NA,NA
51775,2012,NA,NA
51775,2017,NA,NA
51790,2012,NA,NA
51790,2017,NA,NA
51800,2012,1440,79035
51800,2017,9204,69253
51810,2012,60,23350
51810,2017,5485,26180
51820,2012,NA,NA
51820,2017,NA,NA
51830,2012,NA,NA
51830,2017,NA,NA
51840,2012,NA,NA
51840,2017,NA,NA
53001,2012,7470,972095
53001,2017,2958,1036975
53003,2012,(D),250865
53003,2017,220,263166
53005,2012,11275,613562
53005,2017,19316,703505
53007,2012,4964,59767
53007,2017,3969,75820
53009,2012,296,17197
53009,2017,146,23640
53011,2012,322,90737
53011,2017,699,74758
53013,2012,(D),243351
53013,2017,153,297412
53015,2012,76,28758
53015,2017,10,39009
53017,2012,6832,822733
53017,2017,2697,814109
53019,2012,1230,788660
53019,2017,(D),792250
53021,2012,22057,615274
53021,2017,15312,625047
53023,2012,602,289848
53023,2017,842,308486
53025,2012,39254,1041582
53025,2017,50711,963784
53027,2012,6390,105233
53027,2017,3621,119440
53029,2012,120,15850
53029,2017,104,15249
53031,2012,85,13753
53031,2017,55,15556
53033,2012,680,41975
53033,2017,671,46717
53035,2012,96,9391
53035,2017,127,10070
53037,2012,1690,172515
53037,2017,1704,183124
53039,2012,4493,573730
53039,2017,2621,551097
53041,2012,2145,122870
53041,2017,2114,132839
53043,2012,4520,1181197
53043,2017,1055,1114940
53045,2012,14,18136
53045,2017,17,23743
53047,2012,6235,1231899
53047,2017,2154,1205285
53049,2012,10,52365
53049,2017,69,52157
53051,2012,42,58077
53051,2017,(D),43619
53053,2012,331,45766
53053,2017,249,49483
53055,2012,124,18402
53055,2017,114,15669
53057,2012,8371,97664
53057,2017,7079,106538
53059,2012,94,5874
53059,2017,86,6473
53061,2012,2083,63671
53061,2017,3877,70863
53063,2012,1930,548535
53063,2017,3220,537406
53065,2012,1184,517938
53065,2017,1777,527123
53067,2012,437,62250
53067,2017,416,76638
53069,2012,18,13836
53069,2017,40,9557
53071,2012,11122,702537
53071,2017,13235,645121
53073,2012,7970,102523
53073,2017,10260,115831
53075,2012,8683,1287978
53075,2017,2439,1275110
53077,2012,14536,1781463
53077,2017,20949,1780498
54001,2012,117,94627
54001,2017,292,84748
54003,2012,2043,73134
54003,2017,2009,70089
54005,2012,3,3609
54005,2017,15,2232
54007,2012,93,89587
54007,2017,183,88911
54009,2012,78,14306
54009,2017,126,14707
54011,2012,119,40310
54011,2017,211,42450
54013,2012,78,60967
54013,2017,107,49457
54015,2012,(D),21276
54015,2017,5,20073
54017,2012,18,67238
54017,2017,63,65364
54019,2012,52,25688
54019,2017,53,23163
54021,2012,123,65056
54021,2017,107,70393
54023,2012,157,119850
54023,2017,179,112365
54025,2012,1414,192429
54025,2017,939,190178
54027,2012,351,131859
54027,2017,481,142075
54029,2012,(D),8344
54029,2017,141,8887
54031,2012,1371,154689
54031,2017,1698,155316
54033,2012,45,112157
54033,2017,196,117029
54035,2012,171,127843
54035,2017,817,104742
54037,2012,3809,66113
